key_row,regiontype,regionname,statename,home_value,home_value_rounded,home_value_change_mm,home_value_change_yy,2016_median_home_value,2017_median_home_value,2018_median_home_value,2019_median_home_value,2020_median_home_value,2021_median_home_value,2022_median_home_value,2023_median_home_value,2024_median_home_value,2025_median_home_value,date,forecastyoypctchange,top_tier,bottom_tier,sale_price,listing_price,current_days_to_pending,dtp_month,days_to_pending,inventory,clean_regionname,zestimate_accuracy,zillow_on_market_median_error,zillow_on_market_properties,zillow_on_market_within_5,zillow_on_market_within_10,zillow_on_market_within_20,zillow_off_market_median_error,zillow_off_market_properties,zillow_off_market_within_5,zillow_off_market_within_10,zillow_off_market_within_20,home_value_one_bed,home_value_two_bed,home_value_three_bed,home_value_four_bed,home_value_five_bed
phoenix_az,metro,"Phoenix, AZ",AZ,452774.60,453000.00,-0.31,-0.54,231945.00,246916.53,266081.88,282503.36,309276.89,388642.27,471624.16,446090.77,456788.45,453484.78,"February 28, 2025",1.20,711753.08,341398.76,460000.00,499633.00,36.00,February 25,27.83,21968.00,phoenix,"March 2, 2025",1.31,35300.00,91.92,97.94,99.52,5.10,1700000.00,49.37,74.49,90.76,238497.65,354405.62,426618.04,532115.95,731074.46
seattle_wa,metro,"Seattle, WA",WA,751241.20,751000.00,0.15,5.15,389915.80,438826.24,495745.90,500095.48,531050.07,643947.36,723525.06,696653.97,732815.41,750695.04,"February 28, 2025",0.40,1257923.46,513673.34,690000.00,669666.00,17.00,February 25,12.83,5917.00,seattle,"March 2, 2025",1.75,14900.00,85.20,96.11,99.40,5.69,1300000.00,44.94,71.94,90.33,406670.33,557009.76,711696.80,953776.45,1176743.26
minneapolis_mn,metro,"Minneapolis, MN",MN,371242.39,371000.00,0.26,2.57,236381.47,254248.31,271093.35,283131.26,296102.84,337010.74,360173.02,360375.93,364158.36,370760.04,"February 28, 2025",-1.40,554253.21,268148.84,355148.00,361567.00,36.00,February 25,24.25,7044.00,minneapolis,"March 2, 2025",1.77,16300.00,86.87,97.34,99.34,5.69,1300000.00,45.20,71.73,90.26,176713.39,274365.09,353874.12,452840.00,580644.67
riverside_ca,metro,"Riverside, CA",CA,588553.88,589000.00,-0.19,2.56,305900.37,328986.24,360901.51,373011.52,389677.07,474959.82,561678.57,552384.13,582740.22,589101.53,"February 28, 2025",1.70,811347.98,427368.56,570000.00,594667.00,35.00,February 25,24.00,14520.00,riverside,"March 2, 2025",1.64,20400.00,86.16,95.48,98.19,5.63,1400000.00,45.74,69.31,85.40,276795.02,419124.64,558957.48,682674.56,823042.45
tampa_fl,metro,"Tampa, FL",FL,366191.02,366000.00,-0.37,-2.65,176420.90,193821.38,210618.27,222401.65,236899.02,285431.59,369638.48,368503.14,375544.81,366872.89,"February 28, 2025",1.50,580725.98,244982.05,360000.00,391633.00,37.00,February 25,33.50,19520.00,tampa,"March 2, 2025",1.88,33700.00,86.35,95.82,98.69,6.92,1300000.00,38.67,63.79,84.58,163746.89,260959.09,369329.21,487237.96,651847.50
san_diego_ca,metro,"San Diego, CA",CA,948440.77,948000.00,-0.06,3.50,512228.34,549892.11,586399.72,594377.72,621881.70,748966.28,868330.49,861268.01,948254.16,948710.72,"February 28, 2025",1.70,1552705.04,684111.32,870000.00,918000.00,23.00,February 25,17.58,5585.00,san diego,"March 2, 2025",1.89,9200.00,84.70,95.85,98.93,5.84,913900.00,44.30,70.48,89.12,501338.40,701264.31,904314.93,1157651.35,1634665.03
st_louis_mo,metro,"St. Louis, MO",MO,252066.81,252000.00,0.27,4.11,152781.34,159736.97,166733.43,173277.88,181467.86,208645.40,228924.68,236532.25,246653.76,251723.65,"February 28, 2025",0.80,426123.26,127879.99,239900.00,216333.00,15.00,February 25,8.58,6413.00,st louis,"March 2, 2025",2.44,9500.00,77.70,94.07,98.64,8.20,1000000.00,34.05,57.36,80.13,117108.50,162042.23,261789.85,400066.04,523802.40
denver_co,metro,"Denver, CO",CO,586070.03,586000.00,-0.27,0.51,350675.74,382207.60,408086.83,424449.84,444332.71,524577.04,594205.19,577459.30,584902.98,586864.29,"February 28, 2025",-1.50,850530.14,424577.24,585000.00,571667.00,34.00,February 25,21.75,9527.00,denver,"March 2, 2025",1.30,18300.00,92.43,98.18,99.57,4.78,1000000.00,51.67,77.11,92.64,293420.46,426211.52,561824.14,691039.23,844821.89
baltimore_md,metro,"Baltimore, MD",MD,387033.97,387000.00,0.27,3.54,263068.83,271317.66,280185.32,288689.29,297467.55,336236.09,358169.64,368540.46,380812.38,386515.85,"February 28, 2025",-0.40,638277.77,224021.56,335000.00,333333.00,15.00,February 25,10.08,5366.00,baltimore,"March 2, 2025",1.91,8100.00,83.71,95.11,98.38,5.84,936100.00,45.16,68.06,85.82,188192.14,261276.16,345600.61,536290.10,738765.34
pittsburgh_pa,metro,"Pittsburgh, PA",PA,208605.37,209000.00,0.22,2.78,135594.17,140019.31,147717.12,153326.22,161752.86,186773.00,196097.25,197304.23,207095.90,208380.94,"February 28, 2025",-0.80,371125.16,111312.62,195000.00,222833.00,33.00,February 25,16.25,5789.00,pittsburgh,"March 2, 2025",2.57,7200.00,74.39,92.15,98.33,11.31,875300.00,25.94,45.66,70.01,103194.58,135742.96,210258.73,369246.82,462911.49
portland_or,metro,"Portland, OR",OR,548695.17,549000.00,0.01,1.78,344353.27,375708.40,395515.13,403832.57,421657.59,496806.77,547737.94,534536.64,541698.14,548656.62,"February 28, 2025",-1.20,773397.89,416489.67,549000.00,550117.00,28.00,February 25,19.67,6064.00,portland,"March 2, 2025",1.47,12700.00,89.95,97.64,99.42,5.55,857900.00,46.01,72.15,90.26,302586.62,406415.19,517651.59,668598.24,806266.22
charlotte_nc,metro,"Charlotte, NC",NC,377966.75,378000.00,0.05,1.61,184806.80,200072.05,216739.84,229509.73,244650.73,296141.20,364006.60,361744.53,377161.43,377880.24,"February 28, 2025",2.50,624346.45,246381.57,363500.00,399167.00,34.00,February 25,22.00,9340.00,charlotte,"March 2, 2025",1.52,18700.00,88.56,96.85,99.16,5.75,1000000.00,45.00,70.40,88.58,245220.58,248864.99,344134.27,519060.19,703805.35
orlando_fl,metro,"Orlando, FL",FL,390963.68,391000.00,-0.20,-0.55,196053.60,213311.26,231938.78,247248.82,260101.85,298459.09,378461.66,383910.15,394254.07,391347.81,"February 28, 2025",1.00,577577.99,273719.07,400000.00,413300.00,44.00,February 25,31.75,14404.00,orlando,"March 2, 2025",1.66,24800.00,88.44,96.79,99.13,5.43,965700.00,47.16,72.52,90.09,151810.39,242492.17,361940.31,483999.94,681979.43
cleveland_oh,metro,"Cleveland, OH",OH,228843.19,229000.00,0.50,6.62,127205.65,133727.24,142077.46,149783.62,155602.02,182464.75,200665.25,206505.19,221816.17,228276.31,"February 28, 2025",1.90,391157.09,134546.94,185000.00,218000.00,15.00,February 25,9.67,4263.00,cleveland,"March 2, 2025",2.63,7700.00,75.64,93.23,98.50,9.10,757600.00,30.38,53.82,78.51,97962.07,158038.93,210101.53,343091.90,423178.10
san_antonio_tx,metro,"San Antonio, TX",TX,280057.22,280000.00,-0.15,-1.83,176658.76,187883.92,198449.82,205769.54,215822.34,250039.74,296236.49,291579.98,284701.56,280271.15,"February 28, 2025",-1.20,463025.62,181130.96,304050.00,323667.00,68.00,February 25,46.00,11423.00,san antonio,"March 2, 2025",1.76,25200.00,85.51,95.10,98.50,6.55,978800.00,40.47,65.78,86.59,122656.24,154363.93,248893.96,354648.57,470837.34
cincinnati_oh,metro,"Cincinnati, OH",OH,284674.52,285000.00,0.53,4.89,153572.70,163098.64,173006.50,184175.65,196103.84,230885.07,256220.40,265067.28,278370.94,283921.79,"February 28, 2025",2.00,458323.64,182502.98,264450.00,278000.00,15.00,February 25,8.50,4118.00,cincinnati,"March 2, 2025",2.06,9600.00,82.06,95.39,98.97,7.68,809900.00,35.67,59.92,81.75,138381.57,188728.44,269194.51,407643.72,566264.10
sacramento_ca,metro,"Sacramento, CA",CA,579956.09,580000.00,-0.08,1.96,350616.54,379802.81,411310.05,422521.58,439688.29,530426.21,590419.07,561134.24,577827.00,580201.83,"February 28, 2025",-0.70,818488.08,434351.51,550000.00,599666.00,23.00,February 25,16.75,4438.00,sacramento,"March 2, 2025",1.69,10000.00,87.56,96.80,99.36,5.37,776600.00,47.29,72.55,89.35,350685.17,436020.05,532092.61,680603.07,850927.54
kansas_city_mo,metro,"Kansas City, MO",MO,301832.16,302000.00,0.22,3.67,161277.49,174970.28,189055.47,198828.57,209901.88,247445.53,275911.93,284680.09,295325.07,301495.36,"February 28, 2025",1.40,487738.07,179986.07,293000.00,285317.00,18.00,February 25,10.17,4917.00,kansas city,"March 2, 2025",1.93,9900.00,84.06,95.87,99.11,6.62,779400.00,40.04,65.26,85.64,140397.06,176462.38,270171.07,430809.59,582824.60
columbus_oh,metro,"Columbus, OH",OH,314084.39,314000.00,0.28,3.75,163509.45,174052.54,187668.84,200924.89,214918.21,253046.15,286237.77,293531.13,308776.31,313646.07,"February 28, 2025",1.80,499692.28,194427.68,266833.00,319480.00,15.00,February 25,8.50,4137.00,columbus,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,160484.96,208865.29,300949.47,442888.90,615896.31
indianapolis_in,metro,"Indianapolis, IN",IN,278039.14,278000.00,0.38,3.55,142208.02,151738.40,164076.28,175324.93,188681.84,224402.23,262011.46,265166.66,273472.66,277512.19,"February 28, 2025",2.00,448745.64,174392.15,265000.00,284967.00,26.00,February 25,14.67,5555.00,indianapolis,"March 2, 2025",1.92,26500.00,83.04,94.78,98.68,7.42,2500000.00,36.61,60.67,81.40,133854.55,176920.74,257902.31,382025.95,541140.99
las_vegas_nv,metro,"Las Vegas, NV",NV,430450.25,430000.00,0.13,4.94,211085.37,230247.25,266002.68,286723.31,294391.18,340994.83,419663.15,399102.89,420624.17,430172.66,"February 28, 2025",1.30,611212.96,317282.97,440000.00,455000.00,36.00,February 25,22.75,10075.00,las vegas,"March 2, 2025",1.29,16700.00,92.20,97.92,99.43,4.26,809400.00,56.29,80.21,92.71,198255.80,305259.99,413874.52,509283.61,661200.09
austin_tx,metro,"Austin, TX",TX,446345.38,446000.00,-0.50,-3.43,280636.93,294204.47,304063.43,311844.61,333379.77,455854.78,531737.23,479150.61,457872.66,447468.21,"February 28, 2025",-1.40,748947.51,323439.44,435000.00,491831.00,77.00,February 25,55.00,9733.00,austin,"March 2, 2025",1.84,22600.00,85.97,96.18,99.20,6.21,828400.00,42.15,68.60,89.48,310938.02,385227.35,395775.73,523608.92,784346.48
nashville_tn,metro,"Nashville, TN",TN,438207.83,438000.00,0.16,1.73,225263.29,250853.18,273532.78,284007.68,299567.24,348517.66,433016.65,428381.77,435489.26,437864.47,"February 28, 2025",1.20,751886.63,306316.86,436000.00,497633.00,40.00,February 25,25.58,7232.00,nashville,"March 2, 2025",1.49,19200.00,88.24,95.92,98.73,6.59,855300.00,40.58,64.84,84.04,301898.63,315094.49,406733.48,643931.72,988328.42
san_jose_ca,metro,"San Jose, CA",CA,1671368.85,1671000.00,-0.27,8.08,917793.73,949594.92,1191679.67,1143024.35,1171357.17,1343455.95,1546599.34,1451140.82,1601553.92,1673607.22,"February 28, 2025",-2.90,2810808.03,1045706.34,1550000.00,1296000.00,12.00,February 25,12.00,1591.00,san jose,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,642231.13,973763.65,1613705.49,2022433.00,2775140.09
virginia_beach_va,metro,"Virginia Beach, VA",VA,350948.06,351000.00,0.20,4.49,220806.17,226674.99,232142.01,238702.79,249481.08,285361.03,314213.58,326916.93,344170.37,350599.51,"February 28, 2025",1.00,540946.57,241018.74,323500.00,344933.00,34.00,February 25,26.33,5302.00,virginia beach,"March 2, 2025",1.65,33300.00,86.26,96.49,99.07,5.62,3000000.00,45.96,70.31,87.08,187999.07,232620.50,316517.01,450362.82,646862.39
milwaukee_wi,metro,"Milwaukee, WI",WI,345021.19,345000.00,0.32,5.48,197592.54,209179.18,222152.52,234009.44,246922.22,279084.82,299517.23,318237.63,338203.79,344463.14,"February 28, 2025",1.50,534511.47,215474.50,281000.00,297967.00,30.00,February 25,21.67,2906.00,milwaukee,"March 2, 2025",2.52,19000.00,75.80,93.64,98.71,7.99,2200000.00,34.28,58.33,80.93,179544.20,241691.25,324142.23,427565.24,444644.38
providence_ri,metro,"Providence, RI",RI,485869.52,486000.00,0.28,6.94,255549.91,274641.51,291515.62,302061.45,318054.86,379379.16,420894.69,434766.46,469514.47,485198.96,"February 28, 2025",2.50,728563.00,370526.18,450000.00,478267.00,15.00,February 25,11.58,2133.00,providence,"March 2, 2025",2.58,3900.00,76.11,94.25,99.02,7.09,392600.00,37.49,63.03,85.78,301840.31,391291.66,486602.92,641927.76,757538.11
jacksonville_fl,metro,"Jacksonville, FL",FL,350666.19,351000.00,-0.09,-0.93,182009.29,196231.40,213330.71,225985.99,237244.10,279818.20,355775.35,351789.45,353770.35,350828.82,"February 28, 2025",0.90,582567.37,221916.67,338000.00,378333.00,56.00,February 25,46.50,10222.00,jacksonville,"March 2, 2025",1.75,18700.00,85.89,95.30,98.56,6.12,692200.00,42.84,67.83,86.90,171942.43,228456.50,311788.37,444088.39,653612.17
oklahoma_city_ok,metro,"Oklahoma City, OK",OK,232070.37,232000.00,0.13,2.24,141417.42,144219.74,149757.45,155627.70,163624.00,185975.12,214127.23,223622.94,228728.44,231917.26,"February 28, 2025",0.90,373841.43,142489.89,225000.00,297083.00,37.00,February 25,23.00,5971.00,oklahoma city,"March 2, 2025",1.88,25300.00,83.34,94.65,98.31,7.39,1400000.00,37.78,59.86,79.00,96718.47,126362.57,222313.91,345147.99,516873.15
louisville_ky,metro,"Louisville, KY",KY,259565.70,260000.00,0.57,5.10,148530.55,158481.59,168257.94,180045.56,188859.60,215158.16,235782.46,242577.85,251267.47,258826.72,"February 28, 2025",0.60,415298.18,170946.90,250000.00,277717.00,22.00,February 25,11.92,3355.00,louisville,"March 2, 2025",1.99,17300.00,82.29,94.80,98.52,8.13,1600000.00,34.44,57.28,78.45,125195.58,193159.68,260342.09,383083.79,557293.46
memphis_tn,metro,"Memphis, TN",TN,234440.46,234000.00,0.16,1.08,124037.03,131924.41,142429.03,153562.34,166497.75,196260.96,231576.73,231696.01,233647.40,234255.87,"February 28, 2025",1.30,393726.71,116612.23,206000.00,287967.00,38.00,February 25,31.00,4631.00,memphis,"March 2, 2025",1.80,50400.00,83.62,94.30,97.94,8.39,2700000.00,34.07,55.66,75.61,116965.08,102519.37,201706.78,351227.25,489011.62
new_orleans_la,metro,"New Orleans, LA",LA,232451.79,232000.00,-0.14,-1.52,204591.68,205074.15,208736.06,218412.49,229617.80,250252.20,264928.59,251273.76,235686.10,232611.53,"February 28, 2025",-5.50,391466.01,148923.43,255000.00,311633.00,60.00,February 25,43.42,5560.00,new orleans,"March 2, 2025",2.05,21900.00,82.03,94.11,98.01,9.02,1500000.00,33.00,53.52,74.34,178755.14,186040.96,225838.55,317255.78,449267.44
richmond_va,metro,"Richmond, VA",VA,371291.68,371000.00,0.17,4.18,208821.34,220779.28,232049.21,243615.47,255545.89,296499.98,334302.98,348581.98,365280.73,370977.88,"February 28, 2025",1.60,563152.17,258360.29,349000.00,368333.00,15.00,February 25,9.67,2328.00,richmond,"March 2, 2025",1.65,33300.00,86.26,96.49,99.07,5.62,3000000.00,45.96,70.31,87.08,225682.01,250279.17,329673.90,456287.15,655962.56
raleigh_nc,metro,"Raleigh, NC",NC,440308.77,440000.00,-0.14,0.84,240558.17,255976.63,269424.83,282650.12,294911.50,345048.16,435697.73,431328.72,441420.63,440607.09,"February 28, 2025",1.20,689671.81,309279.74,428000.00,432833.00,28.00,February 25,17.92,3221.00,raleigh,"March 2, 2025",1.25,11000.00,92.28,98.14,99.52,4.61,533600.00,53.04,78.79,92.54,251728.73,286839.95,371699.28,561229.31,777320.20
buffalo_ny,metro,"Buffalo, NY",NY,258152.84,258000.00,0.23,5.62,135758.11,144453.34,155760.67,163484.38,172688.72,204817.52,228965.72,236234.34,252934.76,257857.23,"February 28, 2025",2.60,402525.10,175168.50,237000.00,229933.00,19.00,February 25,13.17,1287.00,buffalo,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,153322.29,203367.49,248100.35,341026.64,354117.81
hartford_ct,metro,"Hartford, CT",CT,363999.67,364000.00,0.32,6.44,214985.53,220115.79,223746.63,226055.43,233881.39,270380.93,300755.93,319081.15,354485.02,363417.76,"February 28, 2025",3.50,530420.94,263327.42,366000.00,349868.00,9.00,February 25,7.42,1390.00,hartford,"March 2, 2025",3.16,9800.00,68.29,91.11,98.81,8.15,1300000.00,32.89,58.27,83.60,146162.79,273774.86,364252.58,488658.09,607878.54
birmingham_al,metro,"Birmingham, AL",AL,247626.33,248000.00,0.05,0.76,150155.21,155022.48,162474.31,172518.94,185109.00,213659.81,244782.23,246519.14,246412.51,247568.88,"February 28, 2025",0.10,446668.65,112945.48,206250.00,274983.00,35.00,February 25,21.42,4263.00,birmingham,"March 2, 2025",1.95,31400.00,81.55,93.81,97.99,8.10,1800000.00,34.93,57.00,77.16,127601.94,109927.64,214397.07,388459.74,586761.77
rochester_ny,metro,"Rochester, NY",NY,251874.47,252000.00,0.25,8.35,137289.71,142811.88,143164.01,150726.66,159847.99,188203.84,210628.46,223087.68,243082.75,251556.89,"February 28, 2025",4.40,396493.68,164971.77,228000.00,202933.00,9.00,February 25,8.58,977.00,rochester,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,151731.71,197197.72,238813.20,321895.76,381924.49
tucson_az,metro,"Tucson, AZ",AZ,344921.16,345000.00,-0.30,-0.17,180811.91,196049.04,205868.43,221121.68,236581.40,288758.11,343194.45,338414.97,348490.59,345439.25,"February 28, 2025",1.80,532725.40,256810.00,348270.00,384083.00,39.00,February 25,26.00,4425.00,tucson,"March 2, 2025",1.46,7300.00,90.42,97.85,99.49,5.77,385600.00,44.98,70.07,88.53,168403.50,282215.64,337264.75,420836.85,565679.96
salt_lake_city_ut,metro,"Salt Lake City, UT",UT,550716.39,551000.00,0.18,3.00,279833.66,303559.24,330757.98,353406.61,382470.13,477869.53,548675.61,530057.36,539369.67,550220.95,"February 28, 2025",1.20,786847.38,422977.70,530000.00,549983.00,31.00,February 25,19.42,2896.00,salt lake city,"March 2, 2025",1.32,25300.00,91.77,98.04,99.55,5.17,1200000.00,48.77,74.98,92.05,323906.70,402188.70,502646.17,583371.75,722629.74
grand_rapids_mi,metro,"Grand Rapids, MI",MI,324171.96,324000.00,0.34,5.09,166702.17,183295.93,196344.24,208247.33,220647.13,262084.61,293367.87,300953.15,316122.59,323624.66,"February 28, 2025",2.10,470096.00,229180.30,290000.00,331600.00,16.00,February 25,10.33,1635.00,grand rapids,"March 2, 2025",2.48,30200.00,76.55,93.20,98.34,8.81,3800000.00,31.69,54.57,77.45,227989.02,252856.75,312225.35,396850.76,522175.96
tulsa_ok,metro,"Tulsa, OK",OK,233483.75,233000.00,0.29,3.82,133621.41,140601.60,143040.13,148931.08,159991.97,185315.69,212657.29,219537.80,228193.85,233149.83,"February 28, 2025",1.70,375145.20,134356.53,238500.00,299330.00,34.00,February 25,23.08,3875.00,tulsa,"March 2, 2025",1.88,25300.00,83.34,94.65,98.31,7.39,1400000.00,37.78,59.86,79.00,94815.46,130281.82,227519.41,347927.45,493013.44
albany_ny,metro,"Albany, NY",NY,328286.25,328000.00,0.30,5.71,198985.14,205555.47,215714.50,223581.79,232285.39,263108.57,289218.29,300730.23,320468.80,327787.69,"February 28, 2025",1.00,491754.78,227620.80,299250.00,316600.00,14.00,February 25,10.42,1177.00,albany,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,186073.10,245100.48,311808.88,417731.48,453067.73
albuquerque_nm,metro,"Albuquerque, NM",NM,335397.25,335000.00,0.34,3.69,177313.15,182498.12,189810.19,202388.16,217532.28,259528.08,303301.52,311409.87,328534.23,334820.82,"February 28, 2025",3.10,477895.45,258332.30,345000.00,380950.00,22.00,February 25,14.25,2202.00,albuquerque,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,191908.76,253704.13,329189.70,427101.22,537909.50
omaha_ne,metro,"Omaha, NE",NE,288160.56,288000.00,0.22,3.10,159331.34,168961.90,180222.47,190236.79,203431.25,236546.75,262943.21,274272.42,283831.17,287846.35,"February 28, 2025",1.20,451277.53,189710.96,282500.00,302967.00,22.00,February 25,12.83,1940.00,omaha,"March 2, 2025",1.69,8100.00,85.86,95.87,98.89,6.60,680700.00,40.81,64.60,84.03,146071.10,193391.27,271319.14,399036.01,508995.39
worcester_ma,metro,"Worcester, MA",MA,454391.88,454000.00,0.32,6.03,237920.49,254448.23,272214.31,281658.60,297002.72,354010.97,390573.65,406303.29,441161.44,453661.41,"February 28, 2025",2.70,651142.13,337484.80,430000.00,449933.00,14.00,February 25,10.50,1207.00,worcester,"March 2, 2025",2.63,14400.00,75.14,94.06,99.21,7.16,2300000.00,37.20,63.25,85.73,258239.33,360536.80,447330.30,612965.10,638457.01
knoxville_tn,metro,"Knoxville, TN",TN,340131.60,340000.00,0.25,3.65,154274.67,162715.06,173671.27,183188.76,198553.92,239870.35,294261.29,311614.50,336159.52,339714.28,"February 28, 2025",4.70,549272.15,213889.46,327200.00,416333.00,32.00,February 25,17.92,3329.00,knoxville,"March 2, 2025",1.80,50400.00,83.62,94.30,97.94,8.39,2700000.00,34.07,55.66,75.61,200334.93,234234.55,350278.53,513193.78,698856.23
